"gender" "math" "math interest" "math evaluation" "math input" "math hours" "science" "science interest" "science evaluation" "science input" "science hours" "parental education" "educational resources"
"boy" 606.34713 5.03748 3.41233 3.26515 "<= 45min" 584.00312 4.51274 4.13635 3.55609 "<= 45min" "high school" 9.60097
"boy" 652.61128 13.46507 11.9425 14.34298 "45min - 3hours" 652.45162 12.9437 13.10323 13.83345 "45min - 3hours" "high school" 8.91919
"boy" 602.89568 9.965 8.92971 9.6346 "45min - 3hours" 554.85016 9.41832 9.15956 9.54897 "45min - 3hours" "high school" 10.92551
"boy" 505.94933 10.35777 10.35139 11.44903 "<= 45min" 512.76737 9.03893 9.15956 8.69954 "<= 45min" "high school" 8.91919
"boy" 504.1626 9.60333 8.55351 10.15325 "<= 45min" 529.44921 8.329 9.47921 8.30491 "45min - 3hours" "high school" 10.25396
"boy" 637.13854 10.35777 8.20673 9.15641 "45min - 3hours" 514.06034 8.329 7.60129 8.30491 "45min - 3hours" "high school" 9.60097
"boy" 588.09848 13.46507 9.81093 14.34298 "<= 45min" 568.06378 12.9437 9.81631 12.10159 "45min - 3hours" "high school" 8.19314
"boy" 505.87246 8.26761 8.55351 9.15641 "<= 45min" 461.37212 7.64598 10.17921 7.10299 "<= 45min" "junior high school" 8.19314
"boy" 594.36829 9.26151 7.2741 9.15641 "<= 45min" 567.65887 7.64598 7.91985 8.30491 "<= 45min" "junior high school" 9.60097
"boy" 540.73566 10.80246 8.92971 10.74331 "45min - 3hours" 495.94029 9.03893 7.91985 9.11017 "45min - 3hours" "high school" 9.60097
"boy" 403.83967 9.26151 6.66537 8.70884 "45min - 3hours" 438.1282 8.67804 8.54023 7.91938 "<= 45min" "high school" 9.60097
"boy" 407.36139 7.51389 5.96004 10.15325 ">= 3hours" 410.04628 6.89527 7.91985 9.11017 ">= 3hours" "high school" 11.64917
"boy" 514.66454 8.9673 8.92971 7.85736 ">= 3hours" 580.49606 12.9437 10.17921 10.02885 ">= 3hours" "high school" 8.91919
"boy" 521.65102 9.965 8.55351 9.6346 "<= 45min" 459.30261 9.03893 7.91985 7.91938 ">= 3hours" "high school" 10.25396
"boy" 400.77269 5.03748 10.35139 7.42878 "45min - 3hours" 387.84852 6.89527 9.15956 3.55609 ">= 3hours" "junior high school" 8.19314
"girl" 694.72922 9.965 7.57539 8.70884 "<= 45min" 653.32364 10.27988 8.84836 9.11017 "45min - 3hours" "high school" 10.25396
"girl" 587.29892 8.93041 7.57539 8.27843 "<= 45min" 563.61214 9.03893 8.23142 8.30491 "<= 45min" "high school" 9.60097
"girl" 570.46459 8.93041 8.92971 6.47491 "45min - 3hours" 541.26261 10.27988 10.17921 10.02885 "45min - 3hours" "junior high school" 8.19314
"girl" 596.55078 9.965 7.88323 8.27843 "<= 45min" 546.53968 8.329 8.23142 9.11017 "45min - 3hours" "high school" 8.19314
"girl" 612.80119 7.91186 8.55351 7.85736 "<= 45min" 612.84305 7.64598 8.84836 6.62923 "45min - 3hours" "high school" 8.91919
"girl" 650.21806 9.26151 9.34439 7.42878 ">= 3hours" 566.09377 9.03893 8.54023 8.30491 "45min - 3hours" "junior high school" 8.19314
"girl" 601.18962 5.03748 5.49149 3.26515 "45min - 3hours" 512.77369 6.42609 5.40984 3.55609 ">= 3hours" "elementary school" 9.60097
"girl" 509.8295 5.03748 7.2741 5.86845 "45min - 3hours" 553.00246 7.98897 8.84836 8.30491 "45min - 3hours" "high school" 8.91919
"girl" 427.1456 6.36452 11.01771 6.97717 "<= 45min" 470.98212 6.42609 10.17921 7.52384 "45min - 3hours" "junior high school" 8.19314
"girl" 475.93928 13.46507 11.9425 14.34298 "45min - 3hours" 444.62721 12.9437 11.779 13.83345 "45min - 3hours" "high school" 9.60097
"girl" 422.95648 6.36452 6.97345 5.01998 "45min - 3hours" 426.53368 6.89527 6.5266 6.62923 "<= 45min" "high school" 8.91919
"boy" 494.57944 9.60333 8.20673 9.15641 "<= 45min" 500.02718 7.64598 8.54023 8.69954 "45min - 3hours" "high school" 10.25396
"boy" 686.75525 8.26761 7.88323 8.70884 "<= 45min" 588.58297 7.98897 7.60129 9.11017 "<= 45min" "high school" 9.60097
"boy" 501.36792 5.03748 7.88323 7.42878 ">= 3hours" 512.34369 6.42609 7.60129 7.91938 ">= 3hours" "university above" 9.60097
"boy" 645.96593 13.46507 10.35139 8.70884 "<= 45min" 612.40518 12.9437 9.15956 11.22017 "<= 45min" "university above" 12.51743
"boy" 576.08501 7.03246 7.2741 6.47491 "45min - 3hours" 568.62331 4.51274 6.91883 6.05062 "45min - 3hours" "junior high school" 7.37134
"boy" 433.17239 5.03748 6.97345 7.85736 "<= 45min" 544.40807 10.27988 8.54023 7.91938 "<= 45min" "high school" 11.64917
"boy" 692.53935 8.60159 9.34439 8.70884 "45min - 3hours" 541.50352 6.89527 6.05617 8.69954 "45min - 3hours" "university above" 11.64917
"boy" 526.36472 6.36452 5.49149 6.47491 "45min - 3hours" 507.56362 8.329 7.60129 7.91938 "45min - 3hours" "junior high school" 7.37134
"boy" 565.63156 8.60159 8.29759 9.6346 "45min - 3hours" 538.06684 9.41832 6.5266 10.02885 "<= 45min" "high school" 9.60097
"boy" 386.06309 9.60333 7.88323 7.85736 "<= 45min" 307.22284 8.67804 7.91985 8.30491 "<= 45min" "junior high school" 8.19314
"boy" 661.14548 13.46507 9.34439 14.34298 ">= 3hours" 579.17777 11.54992 8.54023 10.57281 "45min - 3hours" "high school" 9.60097
"boy" 676.72247 10.35777 10.35139 9.6346 "45min - 3hours" 663.02006 9.82743 8.54023 9.54897 "<= 45min" "university above" 10.25396
"boy" 614.13518 5.03748 3.41233 6.97717 "<= 45min" 527.61854 4.51274 4.13635 3.55609 "<= 45min" "elementary school" 10.25396
"boy" 595.52764 8.60159 8.20673 8.27843 ">= 3hours" 569.0879 9.41832 8.54023 7.91938 "<= 45min" "high school" 10.25396
"girl" 543.30586 8.93041 8.92971 8.70884 "45min - 3hours" 599.91136 10.82037 10.17921 10.57281 "45min - 3hours" "high school" 10.25396
"girl" 517.91789 6.36452 4.82293 10.74331 "45min - 3hours" 494.17498 6.42609 6.05617 10.57281 "45min - 3hours" "high school" 8.19314
"girl" 675.95352 13.46507 13.70742 12.42205 "<= 45min" 650.22193 12.9437 13.10323 13.83345 "<= 45min" "high school" 11.64917
"girl" 654.70706 9.965 7.88323 8.27843 "45min - 3hours" 618.88444 9.41832 8.23142 8.69954 "45min - 3hours" "high school" 8.91919
"girl" 629.14378 8.60159 9.81093 9.6346 "45min - 3hours" 660.25157 9.82743 9.15956 11.22017 "45min - 3hours" "high school" 8.91919
"girl" 514.3223 10.35777 8.55351 7.85736 "45min - 3hours" 538.91725 10.27988 9.15956 8.30491 "<= 45min" "high school" 11.64917
"girl" 607.76827 6.36452 7.57539 7.85736 "45min - 3hours" 587.0074 8.329 9.15956 9.11017 "45min - 3hours" "high school" 10.25396
"girl" 656.96151 7.91186 6.33324 7.85736 "45min - 3hours" 635.70158 10.82037 8.23142 9.54897 "45min - 3hours" "high school" 11.64917
"girl" 516.45675 8.93041 6.97345 8.27843 "45min - 3hours" 523.33078 7.64598 5.40984 7.91938 "45min - 3hours" "junior high school" 8.91919
"girl" 466.11533 8.26761 4.82293 7.42878 "<= 45min" 481.32502 9.41832 7.91985 9.54897 "45min - 3hours" "elementary school" 6.33067
"girl" 595.06484 9.965 8.20673 7.85736 "45min - 3hours" 527.09458 9.03893 8.54023 8.69954 "45min - 3hours" "junior high school" 8.19314
"boy" 681.72612 8.60159 8.55351 8.70884 "<= 45min" 617.19463 7.98897 9.15956 7.91938 "<= 45min" "college" 10.25396
"girl" 624.65165 11.33851 9.34439 8.27843 "<= 45min" 593.33707 7.28866 7.91985 7.52384 "<= 45min" "high school" 9.60097
"girl" 718.45661 13.46507 9.81093 9.15641 "45min - 3hours" 628.45429 10.27988 13.10323 8.30491 "45min - 3hours" "university above" 14.01827
"boy" 479.24212 5.03748 3.41233 8.27843 "<= 45min" 480.60729 7.28866 4.13635 3.55609 "<= 45min" "high school" 10.25396
"girl" 563.4313 7.51389 6.33324 7.85736 "45min - 3hours" 592.7591 8.67804 7.27088 8.30491 "<= 45min" "college" 11.64917
"boy" 648.48038 7.91186 7.2741 7.85736 "<= 45min" 580.18444 7.28866 7.60129 7.91938 "<= 45min" "university above" 10.92551
"boy" 581.12162 5.03748 6.33324 5.01998 "<= 45min" 528.32863 4.51274 6.05617 5.23495 "45min - 3hours" "university above" 11.64917
"boy" 448.40278 6.36452 4.82293 5.01998 "45min - 3hours" 503.77483 11.54992 9.47921 9.54897 "45min - 3hours" "junior high school" 7.37134
"boy" 479.699 5.03748 5.96004 6.47491 "<= 45min" 363.2371 4.51274 6.5266 6.62923 "<= 45min" "university above" 12.51743
"boy" 588.61301 8.60159 8.92971 9.15641 "45min - 3hours" 511.95798 8.329 9.15956 7.91938 "45min - 3hours" "high school" 10.25396
"girl" 641.11714 7.91186 7.2741 8.27843 "45min - 3hours" 550.97779 6.89527 7.91985 7.91938 "<= 45min" "high school" 10.25396
"girl" 607.41005 11.33851 10.35139 10.15325 "45min - 3hours" 586.77259 11.54992 9.81631 10.02885 "45min - 3hours" "high school" 11.64917
"boy" 595.62731 8.26761 6.97345 6.47491 "<= 45min" 553.36504 7.64598 6.05617 5.23495 "<= 45min" "university above" 11.64917
"girl" 717.08173 7.51389 5.49149 8.27843 "45min - 3hours" 663.04712 7.98897 7.60129 7.52384 ">= 3hours" "university above" 12.51743
"girl" 695.70264 10.80246 11.01771 8.70884 "45min - 3hours" 615.29238 9.03893 10.17921 8.30491 ">= 3hours" "university above" 12.51743
"girl" 813.43198 13.46507 13.70742 9.6346 "45min - 3hours" 674.48081 9.41832 11.779 9.11017 ">= 3hours" "high school" 10.25396
"girl" 754.39379 10.80246 8.20673 8.27843 "45min - 3hours" 683.23395 9.82743 11.779 8.69954 ">= 3hours" "university above" 12.51743
"girl" 778.21526 9.965 8.92971 10.15325 "45min - 3hours" 666.0611 7.28866 8.23142 8.30491 "45min - 3hours" "college" 10.25396
"girl" 769.33066 9.965 9.81093 9.6346 "45min - 3hours" 712.05904 12.9437 9.15956 9.11017 "45min - 3hours" "university above" 11.64917
"girl" 725.03358 9.26151 9.34439 7.85736 ">= 3hours" 592.8441 8.329 9.81631 9.11017 "45min - 3hours" "university above" 14.01827
"girl" 675.51866 7.91186 7.2741 7.42878 "45min - 3hours" 678.28956 8.67804 8.23142 7.52384 "45min - 3hours" "college" 10.92551
"girl" 688.10733 11.33851 9.34439 7.85736 "<= 45min" 617.88694 12.9437 11.09147 10.02885 "45min - 3hours" "university above" 14.01827
"girl" 670.86875 8.42142 8.20673 9.15641 "45min - 3hours" 534.52639 7.28866 8.54023 8.69954 ">= 3hours" "university above" 10.92551
"girl" 810.91798 9.26151 10.35139 9.15641 "45min - 3hours" 729.23952 11.54992 11.09147 11.22017 "45min - 3hours" "university above" 14.01827
"girl" 712.29104 13.46507 11.9425 12.42205 "45min - 3hours" 655.4763 10.82037 11.779 9.54897 "45min - 3hours" "university above" 14.01827
"girl" 774.00246 9.60333 9.34439 8.70884 "<= 45min" 704.97966 9.41832 9.81631 8.69954 "45min - 3hours" "university above" 14.01827
"girl" 655.68663 7.03246 9.34439 9.6346 "<= 45min" 547.35223 6.89527 8.23142 7.91938 ">= 3hours" "college" 11.64917
"girl" 687.07391 9.50467 7.57539 9.15641 "<= 45min" 601.41809 9.03893 8.23142 10.02885 "45min - 3hours" "university above" 12.51743
"girl" 800.84554 8.60159 8.92971 8.27843 ">= 3hours" 694.02181 9.41832 9.47921 8.30491 ">= 3hours" "university above" 14.01827
"girl" 758.03585 9.60333 11.01771 7.42878 "45min - 3hours" 589.25771 8.67804 10.17921 7.91938 "45min - 3hours" "university above" 10.92551
"girl" 680.31348 8.93041 7.88323 8.70884 "<= 45min" 576.88905 9.41832 9.15956 8.30491 "45min - 3hours" "college" 10.25396
"girl" 663.66161 8.93041 9.81093 6.97717 ">= 3hours" 607.54252 9.41832 10.59285 9.11017 ">= 3hours" "university above" 14.01827
"girl" 724.22575 10.35777 9.81093 10.15325 "45min - 3hours" 664.58919 9.41832 11.09147 10.57281 "45min - 3hours" "high school" 9.60097
"girl" 673.31617 10.35777 7.57539 6.47491 "45min - 3hours" 580.89923 4.51274 6.91883 3.55609 ">= 3hours" "university above" 10.92551
"girl" 635.69214 8.26761 7.57539 8.27843 ">= 3hours" 600.0938 8.329 8.54023 8.30491 "45min - 3hours" "university above" 12.51743
"girl" 702.86979 8.93041 7.57539 6.97717 "45min - 3hours" 575.23677 7.98897 7.60129 7.10299 ">= 3hours" "university above" 12.51743
"girl" 764.62388 8.93041 8.92971 8.27843 "45min - 3hours" 679.67768 9.82743 11.09147 9.54897 "45min - 3hours" "university above" 12.51743
"girl" 767.26571 7.91186 7.57539 8.27843 ">= 3hours" 749.68767 9.41832 8.84836 8.69954 ">= 3hours" "university above" 12.51743
"girl" 747.98174 9.60333 10.35139 9.6346 "<= 45min" 655.6595 9.41832 10.59285 8.30491 "<= 45min" "college" 10.25396
"girl" 689.78099 9.965 9.81093 8.27843 "45min - 3hours" 621.96193 9.41832 11.09147 9.54897 "45min - 3hours" "university above" 12.51743
"girl" 827.39867 10.35777 8.55351 8.70884 "45min - 3hours" 680.93257 9.82743 9.81631 8.30491 "45min - 3hours" "university above" 10.92551
"girl" 736.15464 9.965 8.92971 10.15325 ">= 3hours" 648.94456 4.51274 6.05617 6.62923 ">= 3hours" "university above" 10.92551
"girl" 800.19 12.07123 8.92971 9.15641 "<= 45min" 728.4861 8.329 8.54023 7.91938 "45min - 3hours" "university above" 12.51743
"girl" 725.89605 13.46507 13.70742 12.42205 "<= 45min" 592.68982 4.51274 10.59285 10.57281 "45min - 3hours" "university above" 12.51743
"girl" 704.1955 12.07123 10.35139 7.42878 "45min - 3hours" 636.26482 10.82037 13.10323 13.83345 "45min - 3hours" "university above" 14.01827
"girl" 726.75483 7.51389 8.92971 8.27843 ">= 3hours" 647.41405 9.82743 8.54023 9.54897 ">= 3hours" "high school" 9.60097
"girl" 759.08961 8.93041 7.88323 7.85736 "45min - 3hours" 644.88114 8.329 8.84836 9.11017 "45min - 3hours" "university above" 14.01827
"girl" 751.50514 12.07123 7.57539 10.15325 "45min - 3hours" 620.39476 9.41832 7.60129 10.02885 "45min - 3hours" "high school" 11.64917
"girl" 736.33564 10.80246 8.92971 10.74331 ">= 3hours" 604.3701 9.41832 9.47921 9.54897 "45min - 3hours" "high school" 10.25396
"girl" 746.57825 9.965 8.20673 8.70884 "45min - 3hours" 605.25107 7.64598 8.23142 7.91938 "45min - 3hours" "high school" 10.92551
"girl" 810.55887 10.80246 9.81093 7.85736 "45min - 3hours" 788.42074 10.27988 9.81631 8.69954 ">= 3hours" "university above" 12.51743
"girl" 721.83733 9.965 10.35139 8.70884 ">= 3hours" 636.00022 12.9437 13.10323 11.22017 ">= 3hours" "university above" 14.01827
"girl" 791.29299 8.60159 7.88323 7.85736 ">= 3hours" 689.91059 8.329 7.60129 9.11017 ">= 3hours" "university above" 14.01827
"girl" 674.72445 10.35777 6.97345 8.27843 "45min - 3hours" 604.9437 8.67804 8.23142 6.62923 ">= 3hours" "college" 11.64917
"girl" 797.6246 10.35777 8.55351 8.70884 "45min - 3hours" 695.27113 10.82037 9.81631 8.69954 ">= 3hours" "university above" 11.64917
"girl" 851.78048 10.35777 10.35139 8.70884 "<= 45min" 704.51168 8.67804 8.84836 7.91938 "45min - 3hours" "college" 11.64917
"girl" 734.97305 10.35777 7.88323 8.27843 "<= 45min" 600.98819 7.64598 8.54023 7.91938 ">= 3hours" "university above" 14.01827
"girl" 617.90875 9.965 8.55351 9.6346 "45min - 3hours" 575.27638 9.82743 8.23142 10.02885 "45min - 3hours" "elementary school" 8.19314
"girl" 746.52272 11.33851 11.01771 9.6346 "<= 45min" 717.24827 10.27988 10.17921 10.02885 "45min - 3hours" "university above" 10.92551
"girl" 582.26186 7.51389 7.57539 8.70884 "45min - 3hours" 606.37382 4.51274 6.91883 7.52384 ">= 3hours" "university above" 11.64917
"girl" 719.58925 9.26151 8.20673 9.15641 "<= 45min" 637.92648 8.329 9.47921 7.52384 "45min - 3hours" "university above" 12.51743
"girl" 803.15887 10.35777 9.81093 8.27843 "45min - 3hours" 719.89772 12.9437 11.779 10.02885 "45min - 3hours" "university above" 14.01827
"girl" 799.17211 12.07123 9.34439 10.15325 "<= 45min" 693.79671 9.82743 9.15956 10.57281 "45min - 3hours" "university above" 11.64917
"girl" 623.958 9.965 7.57539 9.6346 "45min - 3hours" 580.52541 7.98897 8.23142 8.30491 "45min - 3hours" "university above" 12.51743
"girl" 784.4749 8.26761 10.35139 8.27843 "45min - 3hours" 646.32043 6.89527 9.47921 7.91938 ">= 3hours" "high school" 10.92551
"girl" 720.64793 13.46507 11.9425 9.6346 "<= 45min" 625.57669 10.27988 11.779 8.30491 "<= 45min" "college" 11.64917
"girl" 655.0426 12.07123 10.35139 7.85736 ">= 3hours" 627.60354 10.27988 8.84836 8.30491 "45min - 3hours" "high school" 10.25396
"girl" 706.56794 9.965 9.81093 7.42878 ">= 3hours" 631.60052 9.82743 10.17921 8.69954 "45min - 3hours" "college" 11.64917
"girl" 642.0166 8.60159 11.01771 7.42878 ">= 3hours" 569.40149 12.9437 13.10323 10.57281 "<= 45min" "university above" 12.51743
"girl" 813.37075 8.26761 7.57539 9.15641 ">= 3hours" 674.26411 5.7899 7.27088 7.91938 "45min - 3hours" "high school" 11.64917
"girl" 665.48644 10.80246 7.2741 8.27843 ">= 3hours" 586.9859 9.82743 6.91883 7.91938 "45min - 3hours" "university above" 11.64917
"girl" 768.3483 9.965 7.88323 6.97717 ">= 3hours" 702.62296 9.41832 7.91985 9.11017 "45min - 3hours" "college" 10.92551
"girl" 703.79092 10.80246 9.34439 12.42205 "45min - 3hours" 614.20716 9.41832 8.23142 8.69954 "<= 45min" "high school" 10.92551
"girl" 597.44253 8.26761 8.20673 7.85736 "<= 45min" 580.50522 8.67804 9.15956 8.69954 "45min - 3hours" "university above" 10.92551
"girl" 710.43403 13.46507 7.88323 9.6346 "45min - 3hours" 564.91526 10.82037 9.81631 11.22017 "45min - 3hours" "high school" 10.92551
"girl" 762.86039 13.46507 10.35139 10.74331 "45min - 3hours" 692.20772 12.9437 13.10323 10.02885 "45min - 3hours" "college" 12.51743
"girl" 827.25364 13.46507 8.55351 11.44903 "45min - 3hours" 705.18195 11.54992 8.84836 9.11017 "<= 45min" "university above" 12.51743
"girl" 587.91658 7.91186 7.57539 5.86845 "45min - 3hours" 634.70027 12.9437 11.779 12.10159 "<= 45min" "university above" 14.01827
"girl" 805.34482 8.60159 8.92971 9.15641 "45min - 3hours" 734.09771 10.27988 10.17921 10.02885 "<= 45min" "university above" 11.64917
"girl" 707.06761 8.26761 7.57539 7.85736 ">= 3hours" 660.01076 9.41832 8.84836 8.30491 "<= 45min" "university above" 14.01827
"girl" 687.23581 8.26761 8.20673 7.85736 "45min - 3hours" 610.07783 9.41832 8.84836 9.54897 "45min - 3hours" "college" 12.51743
"boy" 657.52521 7.03246 7.57539 8.27843 ">= 3hours" 588.2289 10.82037 10.59285 9.11017 "<= 45min" "high school" 10.92551
"boy" 614.30524 8.60159 8.92971 7.85736 ">= 3hours" 566.74211 9.03893 8.84836 8.69954 "<= 45min" "university above" 14.01827
"boy" 716.4063 8.93041 8.20673 8.70884 "45min - 3hours" 628.25003 12.9437 9.47921 9.11017 "45min - 3hours" "university above" 11.64917
"boy" 857.2895 13.46507 9.81093 10.15325 "<= 45min" 669.75082 10.27988 9.47921 8.69954 "<= 45min" "university above" 12.51743
"boy" 693.50473 7.51389 6.66537 5.86845 ">= 3hours" 589.39847 7.28866 8.23142 7.91938 "45min - 3hours" "high school" 10.25396
"boy" 800.02463 11.33851 11.9425 9.6346 ">= 3hours" 689.42996 12.9437 13.10323 11.22017 "<= 45min" "university above" 12.51743
"boy" 760.93042 8.93041 7.2741 9.15641 "45min - 3hours" 691.8566 12.9437 11.779 10.57281 "<= 45min" "high school" 10.25396
"boy" 722.86975 9.26151 7.88323 10.15325 "45min - 3hours" 669.1554 12.9437 8.54023 13.83345 "<= 45min" "university above" 12.51743
"boy" 851.47936 9.26151 7.2741 8.70884 "45min - 3hours" 713.63712 7.28866 4.13635 3.55609 "45min - 3hours" "university above" 11.64917
"boy" 646.92952 9.60333 6.33324 9.6346 ">= 3hours" 594.05349 10.82037 7.60129 10.02885 "<= 45min" "university above" 14.01827
"boy" 693.60674 7.03246 9.34439 7.85736 ">= 3hours" 657.76066 12.9437 13.10323 12.10159 "<= 45min" "university above" 14.01827
"boy" 794.15337 8.60159 8.55351 8.27843 ">= 3hours" 736.57181 12.9437 11.09147 10.57281 "45min - 3hours" "university above" 14.01827
"boy" 765.47183 13.46507 9.34439 9.6346 "45min - 3hours" 608.45174 5.7899 5.40984 7.91938 "45min - 3hours" "high school" 10.92551
"boy" 793.19157 13.46507 9.81093 11.44903 "45min - 3hours" 673.07119 12.9437 10.17921 11.22017 "<= 45min" "university above" 12.51743
"boy" 694.50877 10.80246 10.35139 9.15641 "<= 45min" 546.23678 7.64598 7.60129 7.91938 "<= 45min" "university above" 10.92551
"boy" 732.25514 11.33851 13.70742 11.44903 "<= 45min" 671.17287 12.9437 13.10323 12.10159 "<= 45min" "university above" 10.92551
"boy" 789.12313 9.965 8.55351 8.70884 "<= 45min" 677.96495 9.41832 9.15956 8.69954 "45min - 3hours" "college" 12.51743
"boy" 661.64538 7.51389 10.35139 6.47491 "45min - 3hours" 652.27977 12.9437 11.779 7.91938 "45min - 3hours" "high school" 8.91919
"boy" 784.02674 9.26151 7.57539 6.97717 ">= 3hours" 717.82863 11.54992 8.84836 8.30491 "<= 45min" "high school" 10.25396
"boy" 786.38298 9.965 7.2741 8.70884 ">= 3hours" 708.59693 9.41832 9.15956 8.69954 "45min - 3hours" "university above" 12.51743
"boy" 742.37596 11.33851 9.81093 8.70884 ">= 3hours" 684.68993 12.9437 11.09147 11.22017 "45min - 3hours" "university above" 14.01827
"boy" 676.31152 7.91186 8.92971 7.42878 "45min - 3hours" 640.67772 9.41832 10.59285 8.30491 "<= 45min" "university above" 14.01827
"boy" 681.50969 9.60333 7.57539 9.6346 "45min - 3hours" 599.51671 9.82743 8.23142 9.54897 "<= 45min" "high school" 8.91919
"boy" 660.39173 9.965 8.55351 9.15641 "<= 45min" 539.95938 7.98897 7.60129 9.11017 "45min - 3hours" "university above" 14.01827
"boy" 811.83944 13.46507 8.55351 9.15641 ">= 3hours" 650.10234 12.61418 9.47921 9.54897 "45min - 3hours" "university above" 10.92551
"boy" 647.9968 11.33851 13.70742 9.6346 ">= 3hours" 628.64469 12.9437 11.779 10.57281 "<= 45min" "university above" 14.01827
"boy" 808.84029 11.33851 9.34439 8.27843 ">= 3hours" 704.31965 12.9437 11.779 12.10159 "<= 45min" "university above" 14.01827
"boy" 706.80538 7.03246 7.88323 7.42878 "45min - 3hours" 600.26489 11.54992 10.17921 9.11017 "<= 45min" "university above" 12.51743
"girl" 669.83656 11.33851 7.88323 8.70884 "45min - 3hours" 581.99536 11.54992 9.81631 9.11017 "<= 45min" "university above" 12.51743
"boy" 717.89817 9.965 8.92971 9.6346 "45min - 3hours" 630.32751 9.41832 13.10323 9.54897 "<= 45min" "college" 11.64917
"boy" 731.28384 8.60159 7.88323 8.27843 ">= 3hours" 636.22183 8.329 7.91985 7.91938 "<= 45min" "university above" 12.51743
"boy" 722.69623 9.60333 7.88323 8.70884 "45min - 3hours" 655.67881 8.329 8.23142 9.11017 "45min - 3hours" "college" 10.92551
"boy" 708.96664 10.80246 7.57539 7.42878 "45min - 3hours" 653.05097 7.98897 7.60129 7.10299 "45min - 3hours" "college" 10.25396
"boy" 644.31261 8.93041 8.20673 7.42878 "<= 45min" 616.75469 7.98897 8.54023 7.52384 "45min - 3hours" "high school" 10.92551
"boy" 663.20629 9.965 8.92971 8.70884 "45min - 3hours" 584.73493 10.82037 11.779 12.10159 "45min - 3hours" "university above" 11.64917
"boy" 675.13262 10.35777 8.20673 9.15641 "45min - 3hours" 618.6396 8.329 9.15956 7.91938 "45min - 3hours" "high school" 10.92551
"boy" 598.52444 5.03748 8.92971 6.47491 "<= 45min" 625.98564 6.89527 9.47921 7.52384 "<= 45min" "university above" 14.01827
"boy" 635.73606 8.26761 6.66537 7.85736 "<= 45min" 703.78249 10.27988 7.91985 10.02885 "<= 45min" "college" 10.25396
"boy" 755.71627 9.965 10.35139 6.97717 "45min - 3hours" 635.66569 10.82037 11.09147 8.69954 "45min - 3hours" "high school" 10.92551
"boy" 752.72695 12.07123 9.81093 8.70884 "<= 45min" 616.67046 9.41832 9.81631 9.11017 "45min - 3hours" "high school" 10.92551
"boy" 683.52313 7.91186 7.2741 8.70884 "<= 45min" 588.02639 9.03893 8.54023 9.54897 "<= 45min" "university above" 12.51743
"boy" 755.44699 13.46507 9.34439 12.42205 "<= 45min" 674.42429 9.82743 8.84836 9.11017 "45min - 3hours" "college" 11.64917
"boy" 632.79076 8.60159 7.88323 8.27843 "<= 45min" 625.29202 9.41832 8.54023 9.11017 "45min - 3hours" "high school" 9.60097
"boy" 675.95062 9.965 7.2741 9.6346 "45min - 3hours" 564.03538 10.27988 7.91985 9.11017 "45min - 3hours" "high school" 10.25396
"boy" 668.44447 9.60333 8.92971 8.70884 "45min - 3hours" 639.02578 9.41832 9.47921 9.54897 "45min - 3hours" "university above" 11.64917
"boy" 586.64125 5.03748 5.49149 6.47491 "45min - 3hours" 611.50436 7.98897 4.13635 7.52384 "45min - 3hours" "high school" 9.60097
"boy" 472.58135 7.91186 6.97345 6.47491 "45min - 3hours" 499.12122 6.42609 7.60129 6.62923 "<= 45min" "university above" 12.51743
"boy" 711.39159 10.35777 10.35139 8.27843 "45min - 3hours" 600.27198 11.54992 13.10323 9.11017 "45min - 3hours" "university above" 10.92551
"girl" 506.31414 5.03748 5.49149 5.86845 "45min - 3hours" 499.86831 4.51274 6.05617 6.05062 "45min - 3hours" "high school" 10.92551
"girl" 652.45183 9.965 8.92971 7.42878 "<= 45min" 607.03613 7.98897 8.54023 8.30491 "45min - 3hours" "high school" 10.92551
"girl" 570.09944 8.26761 7.57539 7.85736 "45min - 3hours" 451.02453 8.329 7.27088 7.10299 "<= 45min" "high school" 8.91919
"girl" 743.44994 9.965 8.55351 6.97717 ">= 3hours" 752.38437 12.9437 11.09147 7.91938 "<= 45min" "college" 10.25396
"girl" 645.82246 8.60159 7.2741 6.47491 "45min - 3hours" 618.01046 9.41832 7.91985 7.91938 "<= 45min" "college" 9.60097
"girl" 630.17184 7.03246 5.96004 6.97717 ">= 3hours" 545.93422 7.28866 7.27088 8.30491 ">= 3hours" "high school" 10.25396
"girl" 632.0912 8.60159 9.81093 6.97717 "45min - 3hours" 653.40438 8.67804 9.47921 7.91938 "<= 45min" "university above" 11.64917
"girl" 729.32437 7.51389 7.88323 9.15641 "45min - 3hours" 682.78539 6.42609 7.60129 6.62923 "<= 45min" "college" 10.25396
"girl" 691.12727 9.60333 7.2741 10.74331 "45min - 3hours" 606.44867 7.98897 8.23142 6.62923 ">= 3hours" "college" 10.92551
"girl" 640.56462 8.26761 7.57539 8.27843 "<= 45min" 515.94808 7.64598 7.91985 7.52384 "<= 45min" "university above" 11.64917
"girl" 689.32534 8.60159 7.88323 9.15641 "45min - 3hours" 587.82333 8.67804 7.91985 8.69954 "<= 45min" "college" 10.25396
"girl" 633.02797 10.80246 8.92971 9.6346 "45min - 3hours" 623.25054 9.82743 8.84836 9.54897 "45min - 3hours" "university above" 10.92551
"girl" 740.77113 13.46507 9.81093 11.44903 "45min - 3hours" 726.96531 12.9437 11.779 10.57281 "45min - 3hours" "university above" 14.01827
